id,text
PMC6306726,"The stratification analysis revealed that the predisposition of the polymorphism to medulloblastoma is higher in males [45].Colorectal cancer (CRC)is the development of a tumor in the large part of the intestine, namely the colon and rectum [46]."
PMC9531459,"In both females and males, 21 and 16 pathways were enriched, respectively."
PMC4730130,Case 1—Successful Pump Therapy ImplementationSQ is a 19 year old female with type 1 diabetes since the age of 12.
PMC8871110,"After applying the exclusion criteria, the final sample included 1405 cases (996 women and 409 men)."
PMC7790405,Our previous study showed that tenofovir was less effective in non-Lactobacillusdominant women [36].
PMC6130547,Written informed consent was obtained from participants or their legal proxies.ParticipantsNine hundred forty-eight participants (465 men and 483 women) aged 60 years or older were recruited through leaflets and posters from three communities in Chengdu.
PMC6130547,"Of the 948 participants recruited, one woman with missing information on skeletal muscle mass, two women with missing information from the Mini-Mental State Examination (MMSE), and 82 individuals (44 men and 38 women) with missing data from the GDS-15 were excluded."
PMC6130547,"Data from a total of 865 individuals (427 men and 438 women) were analyzed.Data collectionAll interviewers participated in a half-day training workshop using investigational manuals, multimedia materials, and simulated patients."
PMC6130547,Low muscle strength was defined as HS <26 kg in men and <18 kg in women.
PMC6130547,"The participants were categorized as follows: severe cognitive impairment (scores ranging from 0 to 17), mild cognitive impairment (MCI) (scores ranging from 18 to 23), and normal (scores ranging from 24 to 30).15In our study population, only 22 participants had scores ≤17 (six men and 16 women)."
PMC2925288,"SubjectsIn 1997 to 1999, every third man and woman (n= 5460 in total, 2681 men and 2779 women) living in Stockholm County, Sweden, born between 1937 and 1938, was invited to participate in a health screening survey."
PMC2925288,"Of all invited, 4228 individuals agreed to participate (2036 men and 2192 women, 78% response rate), representing the general population of subjects aged 60 [22]."
PMC2925288,"In the current study we excluded subjects without complete data on all anthropometric, metabolic and cardiovascular variables, resulting in 4032 subjects (1936 men, and 2096 women) that comprise the current study population.2.2."
PMC4167815,The study was approved by the Jagiellonian University Bioethical Committee (KBET/82/B/2010).The material under study consisted of 62 PCCs diagnosed in 58 patients (30 males and 28 females) in the Pathomorphology Department of MCJU during a period of 15 years from 1996 to 2010.
PMC5431107,"Data from 33 women were excluded from analysis due to the presence of HbCC (n = 2) or HbSC (n = 3), lack of prenatal consultation (n = 10), or twin pregnancy (n = 18)."
PMC8862185,"Traveling back to their families depended on how much money they earned to support their family for a period of time, typically once or twice a year.We interviewed 23 women who had migrated to the city and 21 women who stayed in the rural village."
PMC2765642,The study groupWe investigated skin biopsies taken from 13 women with vulvar SCC who had not been treated for any vulvar diseases earlier (mean age: 61.1±11.7 years).
PMC2765642,The control group consisted of normal vulvar skin tissue obtained from surgical specimens from 12 women (mean age: 57.3±11.2) who underwent a plastic surgical operation of the vulva region.
PMC4961275,"Normal results include 44 autosomes and 2 sex chromosomes, that is, 46,XX for human females and 46,XY for human males."
PMC5121497,"Between January 2003 and October 2007, 30 239 adults were recruited from the community in the continental United States (42% black, 55% female, 55% from the stroke belt) using a targeted recruitment strategy for specific age, race, and geographic strata."
PMC2938342,"Alanine aminotransferase (ALT) was considered raised if >55 and >33 IU/L for males and females, respectively."
PMC2938342,"Aspartate aminotransferase (AST) was defined as raised if >46 and >32 IU/L for males and females, respectively.Statistical Package for Social Sciences (SPSS) version 15.0 (Chicago, IL) was used for data entry, processing and statistical analysis at the end of the study period."
PMC3523052,Some clinical information on NC1 was previously reported [16].NC2This male sibling was 2 years younger than the proband (NC1) and also had congenital neutropenia with recurrent bacterial and herpetic infections.
PMC4019246,"In the present study, we recruited healthy adult volunteers (120 men and 180 women) by advertising."
PMC4019246,"The analysis excluded participants for whom information was missing (1 man and 2 women), and with incidentally diagnosed diabetes with repeated testing (3 men and 3 women)."
PMC4019246,"As a result, the final study population comprised 291 participants (116 men and 175 women)."
PMC3776677,Maternal plasma of 57 women carrying euploid fetuses and 10 carrying T21 fetuses was analyzed.
PMC3776677,"[41] conducted a blinded study on 449 plasma samples from pregnant women (39 with T21 fetuses), using the most up-to-date sequencing technology available at the time, to investigate NGS for T21 diagnosis."
PMC3776677,Blood was collected from 69 pregnant women in tubes containing a 4.0% formaldehyde neutralizing buffer.
PMC5078494,"The clips were voiced by men (2 patients, 1 practitioner) and women (2 patients, 1 practitioner) including young, middle-aged and older adults.Three short films were scripted and produced: acupuncture needles; acupuncture treatments; and how acupuncture works."
PMC6282558,Interviewers were contracted by the organization (FACITtrans) conducting the translationInterviewers were employees of a research consulting organization – Evidera – contracted for the study5 women (including co‐authors AS and SM).1 man and 3 women (including co‐author SG)22 women and 7 men.
PMC4851514,"MATERIAL AND METHODSActivity of liver enzymes (ALT, γGT, AST and AP) was analyzed in a group of 40 patients with T2DM (16 male and 24 female patients) and 40 healthy controls, mean age of 61 years measured in three cycles, every two months."
PMC3630450,"(Mann and Truswell, 1972)23%14 daysNSDNSDNSDSubjects young men with neurological conditions."
PMC5905952,"The data set contains 23, 095 individuals (12,694 males (55%) and 10,401 (45%) females) with ages that range between17 and 96."
PMC3822350,[121314151617] Laser sphincterotomy appears to have a better out come in this regard.Perkash[13] reported long-term outcomes on 46 male patients with supra T6 SCI and frequent episodes of AD.
PMC3822350,A Bristol (UK) group performed transvaginal urethral closure with concomitant suprapubic cystostomy in 50 women with multiple sclerosis and reported 79% continence after a follow-up period of 6.5 years (average).
PMC8147063,"Eligibility criteria included women aged 18 years and above, singleton pregnancy, and with intention to breastfeed for 4 to 6 months postpartum."
PMC2249747,a 150 lb male synthesizes 10 g daily and would need 5 g as a replacement dose) (27).
PMC3646231,They were divided into two groups.Group 1:There were 41 patients (8 male and 33 female) with SLE without clinically apparent renal involvement.Group 2:This group included 26 patients (8 male and 18 female) with SLE and recently proven renal involvement by biopsy.
PMC7044548,"This modification is described and justified later.ParticipantsMost of the 299 respondents were English-speaking males (male = 287), aged 18–39 years (M= 36.0,SD= 13.7)."
PMC2958814,"Controls (n = 1,874) had no medical history for coronary artery disease (CAD), myocardial infarction or DCM; mean age was 62±11 years and slightly more women (n = 986) than men (n = 888) were present in the control group."
PMC2958814,"Independent German KORA controls from surveys S1 and S2 (n = 981, n = 539 men, n = 442 women) had a mean age of 52±10 years[24]."
PMC2958814,"A total of 433 patients (229 had undergone a cardiac transplantation) were included (n = 345 men, n = 88 women)."
PMC2958814,"Controls (n = 395) were age- and gender-matched (n = 310 men, n = 85 women).The third replication sample was also of French origin (France 2)."
PMC2958814,"A total of 249 patients from EUROGENE and PHRC were included (n = 198 men, n = 51 women)."
PMC3675108,"The YLD per 1000 of female in Fuyang was higher than that of male (0.0065 vs. 0.0035), while the opposite was the case in Bozhou (0.0061 vs. 0.0198)."
PMC9143806,"Eventually, 48 male and female AUD patients between 21 and 65 years of age participated in this study from a larger protocol."
PMC6302867,"A total of 32 grade 10 students (26 males and 6 females) from a private senior high school in Taipei city participated in this study, most of whom came from upper- and middle-class families."
PMC6996125,"Materials and MethodsStem cell isolation and cultureIn this cross-sectional study, adipose tissue samples were obtained from the inguinal region of 15 male patients (age: 15-30 yr) who were referred for hernia repair."
PMC8458706,"4.1 Experimental Setup and ProtocolA total of 14 volunteers (3 female, 11 male) aged 20–31 (median: 25) were recruited for the experiment."
PMC8812405,"Statistical analysisFor this study, seminal samples from 65 men was obtained; however, 15 men were excluded due to semen analysis alterations (see item results)."
PMC8812405,"Thus, two seminal samples (1 and 4 days of EA) from 50 men were used for statistical analysis."
PMC8872065,"The sample included 511 women: 212, 155, and 144 in each country, respectively.The survey link was disseminated through social media, particularly Facebook, the most utilized social media in the region [52]."
PMC7224507,"Bone marrow samples (n = 5, 1 female and 4 males) were collected from healthy donors from ages 2–18 and used in this study."
PMC5926997,Level 2 variables were grand-mean centered to allow comparisons across study participants with the exception of gender which was dummy coded with “1” representing women and heritage with “1” representing East Asian heritage.
PMC3775525,"According to 2012 statistics, there were 1 206 610 residents, 45.8% of the residential population of the country, living in the city; 571 192 were male and 635 418 were female."
PMC6524627,The sample was composed of 85 male participants and 229 female participants (three participants chose not to report their sex).
PMC7951899,"A mixture of 2.4 x 106MAFs and melanoma cells was injected intradermally on the dorsal site of the SCID mice (Charles River, Wilmington, MA) at age 8–10 weeks (male and female are 50%: 50%)."
PMC3534391,Participants (men and women between 18 and 60 years old) were evaluated for eligibility after they signed a written informed-consent form.
PMC9465946,"ISRUC is 40% female (47 female patients total), WSC is 46% female (515 patients total), CiCC is 34% female (227 female patients total), and SHHS is 52% female (3039 patients total)."
PMC7404299,"Study PopulationSelected patients (Table 1) were male and female over 25 years old with a previous diagnosis of IPF (n= 56) or HP (n= 40) from the Instituto Nacional de Enfermedades Respiratorias (INER), Mexico."
PMC6099322,"(As noted previously, the choice of default body weight [between females at 58 kg and males at 70 kg] does not significantly change the resulting HED [26.9 mg kg–1day–1vs."
PMC4313629,Patients were 1–53 years of age (median 25 years); 93% were female.
PMC9363772,"High naturalness (HN), Medium naturalness (MN), Low naturalness (MN); # means numbers of data.Participants and procedureOne hundred subjects (male = 46; female = 54) were recruited online and divided into three experimental groups for high-, medium-, and low-perceived naturalness."
PMC7412195,"Materials and MethodsA total of 30 athletes (Table 1), 9 females and 21 males, were tested from April till July 2018 in Kreuzlingen, Switzerland (Nationale Elitesportschule Thurgau)."
PMC8018240,"We spoke with 41 women and 10 men, in urban,periurban and rural parts of northern Punjab (34 interviews) and southernPunjab (17 interviews)."
PMC8018240,"Although 35 of 41 women participants had phoneaccess, as mentioned inTable 2, weexplored the underlying reasons why women had not own phones both in the pastand in the present."
PMC8018240,"In our interviews, none of the 41 women claimedto be the HOH, as mentioned inTable3."
PMC8018240,"So we are onkhaata [diary, meaning credit] with the shopkeeper”, (female,rural)4.7Bank account ownershipAccording to FII, 12% of men and 6.4% of women in Pakistan own a bankaccount."
PMC8018240,We also observed this pattern in our interviews with 50% of menowning an account compared to 34% of women.
PMC8018240,None of the 12 rural women we interviewed had bankaccounts.The FII data shows that in Pakistan more men (98%) make transactionsthemselves than women (77%) and that 23% of women rely on someone to assistthem.
PMC8018240,"Inaddressing problems faced by women, it is not only important to understand andaddress concerns of women, but also to take into consideration the concerns ofthose who make decisions for the women, including men [28]."
PMC3956917,"Subtotal (5/6) nephrectomy or sham surgery was performed, in female Fischer 344 rats (F344, Charles River, Montreal, Quebec) aged 8 weeks, as previously described[17].Study 2For the study of chronic CXCR4 antagonism, female F344 rats aged 8 weeks underwent sham or subtotal nephrectomy surgery."
PMC8086033,"Of the 30 initial seeds selected in each city, at least 10 were men living with HIV, 10 self‐identified as ethnic minorities, two self‐identified as transgender and two as bisexual."
PMC7879796,We studied 49 960 individuals (55% female) from the UK Biobank.
PMC6258522,"Seventy-seven participants were removed from analyses because they were either not US citizens; there was missing data, or failed a basic manipulation check (‘which nation did the disaster occur in?’), leaving a sample of 379 American participants (201 female;Mage= 34years)."
PMC4603856,"Female Hormonal ProtocolA young Polish couple (female 26 years old and partner 28 years old) from western Poland was referred to the Invicta Fertility Clinic, seeking for infertility treatment."
PMC8758001,"CC was used in the treatment of OUD in open trials of non-pregnant patients [50,51] and pregnant women [52]."
PMC5343463,"A total of 30 patients (18 males and 12 females) and 30 sex- and age-matched healthy controls were recruited through our epilepsy clinic from October, 2010 to October, 2014."
PMC7491793,The participants consisted of 2 men and 6 women.
PMC9266601,"The testing results showed that 117 patients met the diagnostic criteria for Gilbert syndrome, including 91 males (77.78%) and 26 females (22.22%), with the mean age of 35.97 ± 13.73 years (7–68 years)."
PMC7104924,"42 or “male”), and the optional “units” key specifies measurement units (e.g."
PMC4623393,Materials and MethodsParticipantsFifty-five employees (33 women) from different Belgian companies participated in the study.
PMC8521515,"Characteristics and thiol concentrations in the study populationThe study population comprised predominantly young, non-smoking men (N= 12) and women (N= 23) (Elshorbagy et al.2017)."
PMC8521515,"Median BMI was 28 kg/m2, and 58% of women and 75% of men were overweight or obese."
PMC4372215,"Patients were classified as cachectic if FFMI <14 in women or <17 in men [26], or obese if FMI >13.5 in women or >9.3 in men [27]."
PMC3389429,"In total, 2066 women were censored during follow-up because they were diagnosed with another cancer.Incidence rate ratios (IRRs) were based on Cox regression models, with age as the time axis."
PMC7828312,"On day 0, 20 mice (6–9 weeks, Balb/c, male, 10 mice per group) were tagged (left ear) for individual identification, weighed, and 1.5 cm × 2 cm of the back skin was shaved for IMQ induction."
PMC8200309,For sex we consider male = 1 and female = 0.
PMC7913006,"We obtained 47 donated female human cadavers from the National Body Donor Program, St. Louis, MO, USA, a portion of the cadavers utilized by Midwestern University in medical and health sciences gross anatomy courses."
PMC6219295,"PATIENTS AND METHODSThe examined cohort featured 432 men, consisting of 142 patients with TGCTs, 137 patients with TM, and 153 fertile men (control group)."
PMC6880222,"MethodsThe study was conducted on 10 healthy human subjects, aged 22-25 years (4 males, 6 females)."
PMC5799757,"Material and methodsBlood samples were collected from 20 SSc patients (19 females and 1 male; 16 limited SSc (lSSc), 4 diffuse SSc (dSSc) according to the criteria of LeRoy [7]) and 12 healthy individuals."
PMC7432091,"Perceived SimilaritySimilarly, a seven-item scale was used to assess individuals’ perceived similarity with (other) gay men [44]."
PMC7734469,"Materials and MethodsParticipantsThe study sample comprised 1,856 participants of which 66% were women."
PMC7734469,"A majority of women (52%) reported to have initiated the divorce, with 29% of men reporting to be divorce initiators."
PMC7734469,"The majority of both male and female participants did not have new partners following their divorce (65% men, 64% women)."
PMC9580277,"Muscle strips were collected from a total of 30 patients (19 males, 11 females; mean age: 62±9.9 years; range, 52 to 68 years) who underwent an esophagectomy for mid-third esophageal carcinomas."
PMC3544542,"Ultimately, 19 subjects (8 males) in thede-qigroup and 19 subjects (9 males) in themixedgroup remained."
PMC8512158,"The DATSURYOKU sensor was wired to the optical motion capture system via an LCR meter and measured the circumference data that was synchronized with data from other conventional measurement systems.One healthy male, 29 years old, participated in this study."
PMC7569538,"These 26 patients (13 males, 58.6 ± 11 years) included: 16 single and 10 bilateral transplants."
PMC7569538,"As a control group, SAA were measured in a population of 11 healthy controls (3 males, 55 ± 11.3 years)."
PMC3037497,"In three internal medicine wards in a hospital run by a Christian deaconess foundation in Oslo, we interviewed six physicians (3 men, 3 women) and seven nurses (3 men, 4 women)."
PMC3037497,"The first author also interviewed three nurses (1 man, 2 women) and two medical doctors (1 man, 1 woman) in an emergency ward in a hospital outside Oslo."
PMC3037497,"Further, he conducted interviews with three general practitioners (2 men, 1 woman) in and around Oslo."
PMC8410688,"These individuals were eight adult males, 16 adult females, three adolescent males, six adolescent females, and 12 juveniles and infants (following the classification of van Lawick-Goodall1968)."
PMC5994855,"[71]As shown in a recent meta-analysis by Liuet al.,[72] males are more prone to porttrauma complications, have longer hospital stay and exhibit higher mortality rates than females."
PMC8115547,"3.Materials and MethodsData were collected using a questionnaire (consumer panel, PFM Research in Sweden AB) completed on-line by 1500 Swedish consumers (750 male, 750 female) in June 2019."
PMC3750304,"BMI >25 and >30 kg/m2correspond to body fat percentage values of approximately 20% and 25% in men, respectively [19-21]."
PMC9029443,"Among the intervention studies carried out with saccharin, Serrano et al., performed a double-blind, placebo-controlled, parallel-arm study to explore the effects of pure saccharin compound on gut microbiota and glucose tolerance in healthy men and women (46 subjects completed the study; IMC ≤ 25)."
PMC9029443,"However, Suez et al., did find some modifications in the gut microbiota in 4 of 7 healthy volunteers (5 men and 2 women, aged 28–36 years) from an ongoing clinical nutritional study who were selected as non-habitual sweetener consumers."
PMC6986708,"Technically, the 238 female graphs were partitioned into a 130 and a 108-member set; the 175 male graphs were partitioned into two sets of size 91 and 84."
PMC8163163,"This left a sample of 326 (Mage= 20.0,SD= 3.4; 190 female, 133 male, and 3 who did not provide their gender identification).To measure empathic accuracy, perceivers each watched clips from four of the target interviews."
PMC9189090,"Further, samples were taken from two males aged 71 and 75 years, respectively, who underwent revision TKA, 19 and 16 years after primary TKA, respectively."
PMC4491859,"A subset of individuals (43%,n=990) from the Bt20 cohort were randomly selected for this study, and consisted of 524 (53%) female and 466 (47%) male adolescents, with a mean (±s.d.)"
PMC9006611,"Seventy-four students completed the experiment (20 male, 55 female, Age: mean 21.12, SD = 2.25)."
PMC7773918,"Materials and MethodsParticipantsA total of 32 bilingual English‐ and Spanish-learning toddlers (15 females and 17 males) participated in the present longitudinal study at 18-months (M= 18;17, range = 17;15–20;21) and 24-months of age (M= 25;5, range = 23;6–27;12)."
PMC7226542,"In addition, we analyzed 14 FFPE tissue samples from 14 female patients with MPD."
PMC7735907,"Based on the inclusion and exclusion criteria, a total of 802 pregnant women took part in the original RCT [46]."
PMC4346670,"In a different study, by the same group free HS and heparan sulfate proteoglycans (HSPG) were analyzed from serum of 26 premenopausal and 25 postmenopausal women using PGC–LC–ESI–MS/MS [47]."
PMC2865766,"Materials and methodsIn 1976, the NHS cohort was established when 121 700 US female registered nurses aged 30–55 years answered a baseline questionnaire on risk factors for cancer and cardiovascular disease."
PMC2865766,"For the present analysis, we excluded individuals with a history of cancer up to 1986, leaving a cohort of 118 597 participants eligible (45 226 men and 73 371 women)."
PMC2865766,"Briefly, we used a sample of 1095 men in the HPFS who had available plasma 25(OH)D measurements and who were free of diagnosed cancer at the time of blood draw."
PMC2865766,"To validate this model, we calculated the 25(OH)D score for an independent sample of 542 men in the HPFS who also had available measurements of circulating 25(OH)D (Giovannucciet al, 2006)."
PMC2865766,"In addition, in a separate analysis of 47 800 men, 25(OH)D score had a significantly inverse association with colorectal cancer, which is compatible with plasma-based studies (Giovannucciet al, 2006)."
PMC8706355,This study included a total of 106 patients (78 male/28 female) with a clinical diagnosis of HNSCC.
PMC4951620,"Research Design and MethodologyParticipantsThe study population consisted of 101, primarily female (n= 82, 81.2%), late adolescents (mean age = 19.8 years) attending a large public university in the western United States."
PMC9393963,"Birth preparedness of the pregnant women in the antenatal period and tracking of high-risk pregnant women [90%–100% HRP followed up]Increased contraception use rateEarly identification of danger signs in sick children and pregnant women and appropriate, timely referral to higher centers."
PMC6687866,Blood samples were collected at the time of initial diagnosis after informed consent was obtained from all participants.2.2SubjectsAll the 402 individuals including 201 cases and 201 controls were male and members of Chinese Han population living in Henan Province in China.
PMC7719960,"In waves 1 to 4 of the study, SPA was 60 for women and 65 for men and from Waves 6 onwards, the changes to SPA were taken into account."
PMC8749186,Gender (1 = male 2 = female)1.440.502.
PMC9271055,WGHS is a prospective US-based cohort of healthy adult females 45 years or older22.
PMC6437819,The controls were 30 in number (15 males and 15 females) between the age range of 25 and 65.
PMC8794989,The target population includes women aged 50 to 69 years who are invited biennially.
PMC8794989,Recall recommendation was finally given at the consensus conference in 2957 women.
PMC8642346,We also performed sensitivity analyses on 2623 women after excluding women with concomitant anti-incontinence surgery (N= 24) or rectopexy (N= 57).We used baseline and 6 month’s data for MID analysis.
PMC8642346,"Briefly, test-retest measures of PFDI-20 and POPDI-6, assessed at a 2-week interval, were available for 60 and 61 women, respectively."
PMC3619696,"Statistical AnalysisThe sample size for detecting significant differences in serum leptin levels was estimated as 12 women with endometriosis and 12 controls, based on the study by Matarese et al."
PMC9305144,"Furthermore, two sperm aliquots in each of the 10 males acted as untreated (diluted in PureSperm®Wash solution) control samples (n= 120 sperm samples in total)."
PMC7558635,"Regarding the sex of participants, 18 were males (including one female-to-male transsexual person)."
PMC8048879,"Overall (TableS1), 13% of the individuals were female (7% of HVs and 37% of patients) and 45% were Asian (33% of HVs and 87% of patients)."
PMC6147478,"A total of 50 participants (36 who identified as women, 13 as men, and 1 as gender fluid) completed the phone screening, informed consent, and baseline questionnaires (90% Non-Hispanic White, 2% Asian-American, 4% Hispanic, 2% African-American, and 2% American Indian or Alaska Native)."
PMC7897356,"Participants in the resulting sample (n= 731) were mostly female (66%), ranged in age from 18 to 89 (M= 40.59, SD = 16.79), and most were married (73%) or single/never-married (22%)."
PMC8174240,"For sensitivity analyses, we repeated the analyses by (1) excluding women in the CT; and (2) excluding deaths within 3 years after baseline.Finally, we estimated the effect of substituting 5% of energy of animal protein with an equivalent amount of energy from plant protein."
PMC4134309,"Interestingly, a recent case report described the analgesic effect of local laser therapy of the skin over a period of 13 months in a 73 year old women who had been suffering from PHN for 15 years[27]."
PMC9279575,"The gender distribution of the final sample was 11 females and 14 males, and the ages were distributed with a mean of μ = 69.5yearsand a SD of σ = 8years."
PMC8326879,[3]32 (SD 22.5)14 males;1 femaleH.A = 11;H.B = 4Tranexamic acid; recombinant and plasma derived replacement therapy; desmopressinCollagen vlies; oxycellulose; fibrin glue; sutures; compressive splintsCocero et al.
PMC8326879,[5]6 - 7883 males;37 femalesH.A = 47;vWD = 53;H.B = 11;F V/XI = 9Tranexamic acid; ugurol; desmopressin; plasma derived/recombinant replacement therapyFibrin glue; plasma rich growth factorKazancıoğlu et al.
PMC4516358,"For this pilot experiment, nine healthy right-handed volunteers participated in this experiment (mean age = 25.5; range = 21–33; 5 women) after giving written informed consent according to the guidelines of the Western University Health Sciences Research Ethics Board (#11956E)."
PMC7489109,"Control group (displaying no sign of psychiatric and systematic disorders) consisted of 198 unrelated Iranian (119 males and 79 females, aged 20-79 years (mean 36.38)) from the same geographic area."
PMC7565019,"Demographic and clinical characteristics of the study populationOf the 150 participants, 62.7% (n= 94) were men, 76.7% (n= 115) were under the age of 40 years and 67.3% (n= 101) were black."
PMC7446818,"Don't know295,8193,8No answer10,210A 45 year old man has an asthma attack, What would you do?A."
PMC6651434,"Sample 1 consisted of 151 in-service school physical education teachers (male = 84, 55.6%)."
PMC4791381,"In males, E1 and E2 concentrations were quantified using 1 mL plasma, whereas with plasma from post-menopausal female 2 mL was required to ensure steroids were detected in all subjects."
PMC5061725,"The final sample includes data from 29 couples (27 males, 31 females), for a total of 58 individuals."
PMC7028276,"Materials and methodsPatient recruitment and clinical characterizationNinety-two Spanish ARCI patients, who belonged to eighty-two different families, 49 males, 42 females and one patient with no sex information, participated in the study."
PMC4503860,"This left 443 women in the final analyses: 232 controls and 211 fracture cases (4 hip, 181 wrist, and 26 proximal humeral)."
PMC7758199,"Participants were 1,111 young adults (316 men, 28.4%) between 18 and 25 years old (M= 22.02,SD= 2.34) living in New Zealand or the United States."
PMC8938141,A total of 4300 women and 5700 males have participated as subjects.
PMC8502157,"In an 8-week open study of 17 patients (16 women, 1 man) with treatment-resistant major depressive disorders (bipolar and unipolar), significant improvement was achieved in 50% of patients between week 4 and 8 of treatment with adjunctive LT4 (mean dose 377 mcg/d)."
PMC8502157,"In one study that used LT4 alone as a prophylactic medication, Stancer and Persad [25] reported that rapid cycling ceased in 5 out of 8 women with bipolar disorder, but not in two men, following treatment with supraphysiologic doses of LT4 (up to 500 mcg/d)."
PMC6294196,"For example, Ted’s story noted his intention to join the Marine Corps after high school, and 15% of the students (7 of 30 males enrolled inJourney Beyond Shady Grove) were bound for the military.When asked to describe themselves, the students in this work told us “we’re not real preppy."
PMC6923761,CNN: convolutional neural network; MRI: magnetic resonance imaging.RecruitmentThis study prospectively acquired MRI images of the knee region of 402 volunteer subjects—221 males (55.0%) and 181 (45.0%) females—aged 14.0-21.5 years (seeTable 1) between 2017 and 2018.
PMC8028060,"Clinicopathological characteristics of the study cohortA total of 269 OSCC patients (204 male and 65 female), with a median age of 62 years (range, 21–85 years) were enrolled in this study."
PMC5288806,"In total, 154 female DM2 patients were recruited during their biannual health checks by their attending physician six month prior study start."
PMC7705484,1.A 31 year-old man with infertility.
PMC9377660,"217 complete responses were received, with 80% of them were comprising males and 20% females."
PMC3704943,"Statistical methodsTo show the changing trends and uptake of all CARPs in Western Australia during 1980-2005, we plotted the age-standardised rates of admission for CARPs in males aged 35 years or older (males and females had similar trends)."
PMC5422073,Fold changes in mRNA expression levels were calculated by comparing the median value of P1 with the median value of the 10 female controls.
PMC3664624,"When using multipoint linkage analysis in the PARs, it is crucial to use sex-specific maps since there exists a marked difference in recombination frequencies between males and females [41]."
PMC7832851,"Because 17,476 (99.4%) men and 8847 (99.9%) women answered “I do not smoke”, subjects were categorized into non-smokers with “I do not smoke” and smokers with other answers."
PMC4039442,ExperimentsTen normal adults (5 males and 5 females) with no known history of neurological diseases participated in the in vivo experiments for MP-RAGE sequence optimization.
PMC4432542,"After the child to only have understood the task, the test then was applied.The application of the test gave by means of a Disc Man 40 + sec."
PMC8842663,"A population-based sample of 708 healthy human adults (359 women and 349 men) was recruited as part of Stage 2 of the Cambridge Centre for Aging and Neuroscience (Cam-CAN; see text footnote 1;Shafto et al., 2014)."
PMC3072484,"MethodsThe study population comprised a sub-sample of 111 women, drawn from an overall population of 275 site-specific prolapse repairs, done personally between February 1997 and August 2007 (Fig.1)."
PMC3072484,1The value of site-specific repair using just the native tissues was explored in 111 women who had either vaginal or abdominal paravaginal repair.
PMC3072484,The study sample was drawn from a population of 275 women who had site-specific prolapse repairs over an 11-year period (from 1997 to 2007).
PMC3072484,"As such, 90 women had concomitant repair of apical support defects (either overt or subclinical); the other 21 women needed only cystocele repair."
PMC7844180,"Gender difference in symptom change was examined via mixed-design ANCOVA with time (pre-COVID-19v.COVID-19) as a within-subject factor and gender [females (1)v.males (0)] as a between-subjects factor, and age at the pre-COVID-19 and COVID-19 assessments as covariates."
PMC9340256,"For gender covariate, COV = 0 represents male and COV = 1 represents female."
PMC6330191,Selection criteria included males and females between 19 and 90 years old.
PMC4392025,"Duloxetine, a serotonin and norepinephrine reuptake inhibitor, has been evaluated in several randomized controlled trials, and a recent systematic review suggests that it may be beneficial for the treatment of mild stress UI in women [69]."
PMC4392025,"The long-term cure rate, 5 years after the insertion of tension-free vaginal tape, was 55% in 113 women ≥75 years of age [75]."
PMC6879398,PARTICIPANTS AND METHODSTotal 10 healthy male volunteers participated in this investigation.Table 1Table 1.Characteristics of the participantsMean ± SDAge (years)24.1 ± 1.3Height (cm)173.5 ± 5.5Weight (kg)67.6 ± 8.8(n=10)shows participant characteristics.
PMC9549621,"Twenty patients agreed to start treatment and filled out the questionnaires again in a second assessment after completing the skills group.Sixteen patients at the BPD unit, thirteen female (81%) and three male (19%), chose to participate."
PMC5371746,"Of all of the photographed faces, only the females met 80% inter-rater reliability criterion regarding the communicative intent of each and every facial expression made by each individual."
PMC6136304,The 8 osteoporotic specimens had an average age of 76.8 years (SD 7.19) at time of death (range 68–86 years) and a trabecular BMD of 53.99 mg Ca2+-HA/ml (SD 15.71); the sex ratio was 5 males to 8 females (Table 1).
PMC6136304,The 4 healthy specimens had an average age of 76 years (SD 2.09) at time of death (range 74–78 years) and a trabecular BMD of 117.95 mg Ca2+-HA/ml (SD 16.20); the sex ratio was 6 males to 6 females (Table 1).
PMC5040927,"The study was approved by the institutional review board of Tokyo Women's Medical University Hospital (certificate number 2753, Tokyo Women's Medical University) and conducted in accordance with the Declaration of Helsinki Principles on Human Experimentation."
PMC3071317,"19 females (mean age 46.29 +/- 11.02y., BMI = 28.26 +/- 6.88) and 3 males, (all except one being health care workers) were assessed about 19.8 months after onset of the acute SARS illness (range: 13 to 36 months) with hospitalization and/or quarantine for SARS."
PMC3658534,These results remained consistent across all CHD risk levels and for men 55 and 65 years old.
PMC5703784,Materials and MethodsSubjectsA total of 22 Japanese subjects (13 men and 9 women; mean age 63.1 ± 7.6 years) were recruited from our outpatient clinic from January 2016 to February 2016.
PMC2873446,"In trial 1, all 3 females produced fertilized eggs."
PMC5476168,(13) examined women who later developed gestational hypertension or preeclampsia and compared with body mass index-matched controls.
PMC5476168,"Of the 594 included women (55% were male pregnancies), median gestational age at delivery in women carrying a male fetus was 37 5/7 weeks compared with 38 1/7 weeks in women pregnant with a female fetus."
PMC5476168,"In Caucasians, they did find an increased risk of PTD before 37 weeks in women pregnant with a male fetus [OR 1.9 (95% CI 1.2–3.0)]."
PMC5476168,"(41) performed another study in Italy, they prospectively enrolled 696 women: 537 normal weight (NW) (18 ≤ BMI < 25 kg/m2), 112 overweight (OW) (25 ≤ BMI < 30 kg/m2), 47 obese (OB) (BMI ≥ 30 kg/m2) with singleton uncomplicated pregnancies at term delivery."
