	journal-id	aff	year	PMCID	tokenized_METHODS
13730	ploscomp	Washington University, United States of America	2007	PMC2453317	
13731	Mol. Bio. Cell	University of California, San Francisco	2002	PMC3128518	
13732	Mol Cancer		2006	PMC2915979	The 75 patients included 54 males and 21 females with a median age of 60 years.
13733	Mol Cancer		2006	PMC2915979	The 140 patients included 95 males and 45 females with a median age of 56 years.
13734	J. Exp. Med	From	1994	PMC2196230	
13735	plosone	Vanderbilt University, United States of America	2007	PMC2699031	MethodsMethods for Measuring TauSubjects (n = 60, 29 male, mean age±SD 26.33±5.48 years) maintained a regular sleep schedule at home for 1 week before coming to the laboratory for a 5-day session.
13736	Trials		1977	PMC2526062	
13737	plosone	Duke University, United States of America	2008	PMC2962648	
13738	MI		1997	PMC1657079	MATERIALS AND METHODSPatientsA total of 69 patients (16 males, 53 females; mean age 42.3 ±16.2 years), affected by AICU, living in North-East Italy, wereselected from the outpatient clinic of the Dipartimento diMedicina Clinica, Università di Verona (Italy).
13739	MI		1997	PMC1657079	The control group wasrepresented by 200 healthy subjects, enrolled in the bone marrowdonors register (97 males, 103 females; mean age 29.9 ± 4.9years), from the same geographic region, sex- and age-matched.
13740	J Cardiovasc Magn Reson		1996	PMC2429911	The phase modulated 1-1 WE-SSFP sequence was also tested in one 42 year-old male patient referred for CMR to characterize a cardiac mass seen on echocardiography.
13741	plosmed	Imperial College, United Kingdom	2005	PMC1716186	
13742	BMC Immunol		2001	PMC3070687	
13743	J. Exp. Med	 	2001	PMC2211829	
13744	BMC Public Health		2006	PMC3119162	
13745	plosone	Universidad Europea de Madrid, Spain	2009	PMC3136469	
13746	BMC Immunol		2000	PMC152650	
13747	Saline Syst		1999	PMC1781078	
13748	Int J Nanomedicine		2002	PMC3118681	
13749	Nucleic Acids Research		1990	PMC1087898	
13750	MV		2009	PMC3025095	
13751	BMC Evol. Biol		2002	PMC2576240	
13752	BMC Bioinformatics		1998	PMC2375120	
13753	Ann Surg Oncol		2006	PMC2277445	MATERIALS AND METHODSPatientsNineteen patients (9 men and 10 women, average age 51.5 years) with metastases from solid tumors were included in the study.
13754	J Ethnobiol Ethnomed		1970	PMC1592541	
13755	plospath	Fred Hutchinson Cancer Research Center, United States of America	2007	PMC3044690	
13756	BMC Struct Biol		2005	PMC2780430	
13757	nar		2005	PMC2094083	
13758	101238455		2001	PMC3108118	
13759	plosone	National Institute on Aging Intramural Research Program, United States of America	2003	PMC3063250	
13760	BMC Cancer		2004	PMC2858748	
13761	J. Cell Biol	 	1994	PMC2148200	
13762	plosbiol		2002	PMC1283535	
13763	JKMS		2003	PMC2816295	The patients were composed of three groups: the first group included 29 patients (16 males and 13 females; mean age, 2.43 yr, range 6 months to 7 yr) at the acute febrile stage of Kawasaki disease.
13764	JKMS		2003	PMC2816295	The second group included 15 patients (11 males and 4 females; mean age, 6.07 yr, range 2 to 14 yr) at the acute stage of Henoch-Schönlein purpura.
13765	Inflamm Res		1998	PMC2902742	
13766	CRO		1999	PMC2919986	Patients who received the initial therapy alone were aged between 24 years and 72 years (mean 45.0 years; 17 female, 15 male patients; table 1).
13767	CRO		1999	PMC2919986	Patients who received additional immunotherapy were aged between 17 years and 56 years (mean 39.8 years; 2 female, 3 male patients; table 1).
13768	BMC Med Genet		2001	PMC79001	
13769	plosone	University of Hong Kong, China	2006	PMC2988826	
13770	BMC Res Notes		1997	PMC3127961	
13771	hmg		2010	PMC2989887	
13772	Br J Cancer		1993	PMC2747711	
13773	J. Gen. Physiol	 	1998	PMC2233860	
13774	Nat. Biotechnol.		1996	PMC2919230	
13775	Virol J		1998	PMC2396157	
13776	plosone	Dr. Margarete Fischer-Bosch Institute of Clinical Pharmacology, Germany	1995	PMC2925884	
13777	Diabetes Care		2008	PMC2742903	
13778	Genome Biol		2004	PMC2375027	Materials and methodsParticipantsData come from the CHASRS - a 5-year cohort analysis of psychological, social, economic, and biomedical outcomes in 230 English-speaking men and women aged 50-67 years at study entry [43].
13779	Environ. Health Perspect		2003	PMC1513329	
13780	Genome Biol		2007	PMC2688929	
13781	MV		2005	PMC3021580	
13782	BMC Cancer		2005	PMC2279135	
13783	Arthritis Res Ther		2004	PMC1175029	
13784	Br J Cancer		2008	PMC2778541	
13785	EJH	Department of Oral and Maxillofacial Surgery, Wakayama Medical University, Wakayama City, Japan	1998	PMC3167310	The 10 diseased human TMJ specimens were surgically removed from 10 patients (8 female and 2 male) because of ID with severe pain and dysfunction.
13786	EJH	Department of Oral and Maxillofacial Surgery, Wakayama Medical University, Wakayama City, Japan	1998	PMC3167310	The three normal TMJ disc specimens were obtained by autopsy from 3 separate female patients (average age 56.7 years) who did not have a clinical history of TMJ disturbances (fresh cadavers); they died of diseases not related to TMJ (a tongue cancer, a gastric cancer and a breast cancer).
13787	plosone	University of Groningen, The Netherlands	2007	PMC3100294	
13788	J. Cell Biol	 	1997	PMC2172667	
13789	J. Cell Biol	Department of Biological Chemistry, The Johns Hopkins University School of Medicine, Baltimore, MD 21205	1998	PMC2171958	
13790	BMC Cancer		2004	PMC1705811	
13791	J Exp Clin Assist Reprod		2005	PMC2868303	
13792	BMC Cell Biol		2006	PMC3017036	
13793	bioinfo		2000	PMC3150036	
13794	plosclin		2002	PMC1865086	METHODSParticipantsA total of 81 overweight adult men and women were enrolled in the study.
13795	plosclin		2002	PMC1865086	Specific criteria for inclusion were age between 40 and 75 years, BMI ≥ 27 kg/m2, and WC > 100 cm for men and > 88 cm for women.
13796	humu		2006	PMC2966864	
13797	plosgen	Medical Research Council Human Genetics Unit, United Kingdom	2005	PMC2776977	
13798	plosone	Deutsches Krebsforschungszentrum, Germany	2001	PMC1855985	
13799	J. Cell Biol	 	1999	PMC2196415	
13800	plosone	The University of Queensland, Australia	2010	PMC2890400	
13801	Intern Emerg Med		2004	PMC2780614	
13802	BMC Neurosci		2004	PMC2268935	
13803	OMCL		1971	PMC2763242	
13804	Exp. Cell Res		2004	PMC2764386	
13805	In Vitro Cell Dev Biol Anim	Department of Clinical Science, Technology and Intervention, Karolinska Institutet, Karolinska University Hospital Huddinge, SE 141 86 Stockholm, Sweden 	2008	PMC2855803	
13806	BMC Cancer		1994	PMC2873397	
13807	Genome Biol		1979	PMC2687786	
13808	Br J Cancer		2000	PMC2362070	
13809	TOBEJ		2001	PMC2701065	
13810	J Membr Biol	Division of Medical Microbiology, Department of Clinical and Experimental Medicine, Linköping University, 58185 Linköping, Sweden 	1985	PMC2927686	
13811	JoVE		2009	PMC3159655	
13812	BMC Clin Pathol		2006	PMC3001699	
13813	BMC Neurol		2010	PMC2994805	
13814	Respir Res		1999	PMC2435536	MethodsPatient characteristics for human lung tissue experimentsHuman parenchymal lung tissue was obtained from 37 patients (15F/21M) undergoing resection for carcinoma and 1 male undergoing surgery to remove a cyst at Guy's Hospital, London.
13815	Biochem Biophys Res Commun		2005	PMC1997304	
13816	JBC	the	1998	PMC3138258	
13817	Arthritis Res Ther		2004	PMC1779452	
13818	AJPLUNG	Experimental Studies, Airway Disease Section, National Heart and Lung Institute, Imperial College London, United Kingdom	2005	PMC3043811	
13819	jcb		2007	PMC3153650	
13820	Respir Res		2006	PMC2898775	
13821	J Int Soc Sports Nutr		1996	PMC2714833	
13822	jlr	Discovery Research Laboratories, 	2002	PMC3023550	
13823	BMC Med Educ		2004	PMC1420296	
13824	MV		2004	PMC3056125	MethodsPatients and controlsA total 25 adult patients with VKH disease (13 men and 12 women) with an average age of 38.4 years and a total 16 healthy individuals (9 men and 7 women) with an average age of 40.5 years were included in the study.
13825	Br J Cancer		2005	PMC2528151	
13826	BMC Bioinformatics		2004	PMC1601973	
13827	Cell Death Differ		2005	PMC3172091	
13828	Alzheimers Res Ther		2004	PMC2919700	
13829	BMC Public Health		2007	PMC2868002	
13830	BMC Genomics		2009	PMC3161018	
13831	Br J Cancer		2003	PMC2362047	
13832	plosone	Massachusetts General Hospital and Harvard Medical School, United States of America	1998	PMC2409155	
13833	plosone	University of Washington, United States of America	1993	PMC2887854	
13834	Mol Cancer		1998	PMC3068985	
13835	Retrovirology		1995	PMC2887381	
13836	plosone	Julius-Maximilians-Universität Würzburg, Germany	2010	PMC3136515	
13837	plosgen	The Jackson Laboratory, United States of America	2006	PMC2845661	
13838	plosone	Baylor College of Medicine, United States of America	2007	PMC2923625	
13839	Int J Health Geogr		2006	PMC2423183	
13840	plosone	Dr. Margarete Fischer-Bosch Institute of Clinical Pharmacology, Germany	2009	PMC3013130	The current study population is skewed toward females (i.e., 168 male and 477 female participants with BMI>40 kg/m2).
13841	Arthritis Res Ther		2004	PMC2575615	The normal CRP is <4.9 mg/l, and the normal ESR is <20 mm/hour for females and <10 mm/hour for males.
13842	MV		2006	PMC2901190	
13843	BMC Cancer		2007	PMC2763007	
13844	Breast Cancer Res		2005	PMC2614512	
13845	Arthritis Res Ther		2004	PMC2374448	Materials and methodsSamples were obtained from 40 patients (15 men aged 50 to 79 years, and 25 women aged 47 to 87 years) presenting for total hip replacement surgery for OA.
13846	Reprod Biol Endocrinol		2009	PMC2714312	
13847	BMC Public Health		2006	PMC3048529	
13848	nar		2003	PMC3159462	
13849	J. Cell Biol	 	1995	PMC2175163	
13850	glal		2008	PMC3082168	
13851	IN	Department of Oncology, Chonnam National University Hwasun Hospital, Hwasun 519-809, Korea.	1996	PMC3026940	
13852	Pharm Res		2007	PMC2217617	
13853	plosone	Technische Universität München, Germany	2008	PMC3115975	
13854	plosone	University of Giessen Lung Center, Germany	2003	PMC2812493	
13855	Br J Cancer		1994	PMC2409504	
13856	BMC Cancer		2008	PMC3087329	
13857	JKMS		2005	PMC2698198	Of the AML patients, 17 males and 6 females were included, with ages ranging from 26 to 78 yr, at a median age of 45.61 (SD, 15.56) yr. Of the CML patients, 11 males and 10 females were included, with ages ranging from 18 to 75 yr (mean±SD, 49.91±16.53).
13858	JKMS		2005	PMC2698198	As controls, 22 normal peripheral bloods were obtained from healthy volunteers (11 males and 10 females) ranging from 20 to 78 yr of age (mean±SD, 45.36±20.64).Sodium bisulfite treatment and MSPChemical modification was performed as described previously, with minor modifications (19).
13859	nar	Laboratory of Molecular Immunology, National Heart, Lung and Blood Institute, NIH, Bethesda, MD 20892, USA	2008	PMC2760790	
13860	Cancer Immunol Immunother		2006	PMC2929338	
13861	JBB		2007	PMC2896916	
13862	BMC Genomics		2001	PMC2822524	
13863	Neuropsychiatric Disease and Treatment		2006	PMC2515918	
13864	Breast Cancer Res		2002	PMC2575531	
13865	Malar J		1997	PMC2543044	
13866	plosone	University of Sao Paulo, Brazil	2007	PMC2873994	This sample set included 110 female (63.2%), and the median age was 26 years (inter-quartile interval: 21–35 years).
13867	BMC Cancer		2006	PMC2590617	
13868	Breast Cancer Res		2003	PMC1797024	
13869	BMC Cancer		1998	PMC2927993	
13870	BMC Cancer		2001	PMC1242221	
13871	JKMS		2008	PMC2775859	
13872	Breast Cancer (Auckl)		2010	PMC3091406	
13873	Immun Ageing		1999	PMC2940875	
13874	Eur J Dent		2007	PMC2635903	
13875	JKMS		1999	PMC2826748	
13876	Ital J Pediatr		1983	PMC2883985	
13877	Confl Health		2009	PMC2873460	
13878	Nucleic Acids Research		2000	PMC1885661	
13879	gbe	Max Planck Institute for Molecular Genetics, Berlin, Germany	2008	PMC2817419	
13880	plosone	Ludwig-Maximilians-Universität München, Germany	2009	PMC2834743	
13881	BMC Cell Biol		1989	PMC59679	
13882	EJE		2007	PMC2792980	
13883	Environ. Health Perspect		2001	PMC1310915	
13884	plosone	University of Barcelona, Spain	2006	PMC3081346	
13885	BMC Infect. Dis		2005	PMC1845150	
13886	Br J Cancer		2003	PMC2361484	
13887	Genome Med		2009	PMC2847701	
13888	plosbiol	Adolf-Butenandt-Institut, Germany	2005	PMC2749942	
13889	BMC Bioinformatics		2004	PMC1190157	
13890	nar	Division for Simulation of Biological Systems, Wilhelm Schickard Institute for Computer Science, Center for Bioinformatics Tübingen, Eberhard-Karls-Universität Tübingen, Germany	2005	PMC2703925	
13891	plosone	Biological Research Center of the Hungarian Academy of Sciences, Hungary	1997	PMC3083423	
13892	plosone	East Carolina University, United States of America	2001	PMC2655648	
13893	BMC Neurosci		1990	PMC2612005	
13894	Reprod Biol Endocrinol		2003	PMC1557511	
13895	Br J Cancer		2005	PMC2361260	
13896	plosone	Agency for Science, Technology and Research (A*STAR), Singapore	1995	PMC2843633	
13897	plosgen	University of Oxford, United Kingdom	2008	PMC2604467	
13898	Nucleic Acids Research		2005	PMC1635288	
13899	Acta Neuropathol		2009	PMC2849938	
13900	nar		2005	PMC2770649	
13901	BMC Health Serv Res		2007	PMC2536664	
13902	jcb		2002	PMC2426946	
13903	JKMS	Department of Pharmacology, School of Pharmacy, Fourth Military Medical University, Xi'an, Shaanxi, 710032, China.	2005	PMC2722003	
13904	plosone	University of Hyderabad, India	2007	PMC2666159	
13905	plosone	Cardiff University, United Kingdom	2006	PMC2652826	
13906	plosone	University of Pennsylvania School of Medicine, United States of America	2009	PMC3134471	
13907	Br J Cancer		2004	PMC2905278	
13908	plosone	Johns Hopkins School of Public Health, United States of America	2011	PMC3154926	
13909	Mol Cancer		1993	PMC2774675	
13910	plosone	University of Cincinnati, United States of America	1969	PMC2823784	
13911	plosone	American Museum of Natural History, United States of America	2006	PMC2978717	
13912	Scoliosis		2009	PMC2793442	
13913	JCD	 Department of Conservative Dentistry, Maulana Azad Institute of Dental Sciences, University of Delhi, New Delhi - 110 002, India	1997	PMC2848809	
13914	Front. Hum. Neurosci.		1996	PMC2903195	
13915	Mol. Bio. Cell		2003	PMC2893988	
13916	Br J Cancer		2003	PMC2361929	
13917	plosone	Ohio State University, United States of America	1993	PMC2912377	
13918	BMC Res Notes		2006	PMC3121623	
13919	Crit Care		2005	PMC2945101	
13920	plosone	New York University School of Medicine, United States of America	2008	PMC2726944	
13921	101258149		2007	PMC2623304	
13922	plosone	University of Utah, United States of America	2010	PMC3110757	
13923	J. Cell Biol	 	1999	PMC2169445	
13924	plosntds	George Washington University, United States of America	1981	PMC2791170	
13925	Biomarker Insights		2007	PMC2796865	
13926	Mol. Bio. Cell	Northwestern University Feinberg School of Medicine, Departments of Pathology and Dermatology, and the R. H. Lurie Cancer Center, Chicago, IL 60611	2005	PMC2921118	
13927	plosone	University of Minnesota, United States of America	1990	PMC2832009	
13928	gbe	Departments of Statistics and Botany, University of Wisconsin–Madison	2010	PMC3070431	
13929	BMC Bioinformatics		2006	PMC1997216	
13930	Br J Cancer		1986	PMC2822935	
13931	101258149		1987	PMC2675834	
13932	Biomed Eng Online		2003	PMC3094217	
13933	Genome Biol		2003	PMC2374985	
13934	plosone	University of Hong Kong, Hong Kong	2006	PMC2860986	
13935	Purinergic Signal		2003	PMC2096531	
13936	EJH		1999	PMC3167282	
13937	BMC Infect Dis		1993	PMC2383901	
13938	nar		2006	PMC2777415	
13939	plosone	Alcon Research, Ltd., United States	2001	PMC3025015	
13940	Cancer Cell Int		1993	PMC151675	
13941	JKMS		2005	PMC2719209	
13942	Proteome Sci		1995	PMC2496906	Control samples were obtained from 30 voluntary women without cancer.
13943	Bioinformation	       Bioinformatics Program, School of Computer Science, The Academic College of Tel Aviv-Yaffo, Tel Aviv, Israel	1990	PMC1891686	
13944	jcb	Department of Cell Biology, University of Massachusetts Medical School, Worcester, MA 01655	2000	PMC2064620	
13945	BMC Med Genet		2002	PMC2613874	
13946	Diabetes Care		2004	PMC2797953	
13947	J. Cell Biol	 	1994	PMC2174325	
13948	Breast Cancer Res		2009	PMC2797691	
13949	nar		2008	PMC2808913	
13950	Hum Resour Health		2007	PMC3169448	Of the overall sample of 32 participants, 23 were male and 9 female (a bias which is close to the national average for doctors).
13951	plosone	Deutsches Krebsforschungszentrum, Germany	2010	PMC3022024	
13952	BMC Bioinformatics		2001	PMC1187872	
13953	bioinfo		2000	PMC2859135	
13954	Diabetes Care		1994	PMC2809275	
13955	BMC Genomics		2002	PMC2014779	
13956	BMC Syst Biol		2010	PMC2958907	
13957	BMC Cancer		2001	PMC1552088	
13958	nar		2004	PMC2831318	
13959	mpohbp	Department of Pharmaceutics and Pharmaceutical Chemistry and Department of Bioengineering, University of Utah, Salt Lake City, Utah 84112, and Department of Pharmacy, Mahidol University, Bangkok 10400, Thailand	2006	PMC2646875	
13960	Arthritis Res Ther		2010	PMC2991001	
13961	plosone	Ordway Research Institute, United States of America	2004	PMC2652028	
13962	BMC Evol Biol		1977	PMC554112	
13963	nar		2002	PMC2632922	
13964	jcb		1999	PMC2717642	
13965	BMC Immunol		2007	PMC2747839	
13966	BMC Genomics		1999	PMC1448210	
13967	jem		2004	PMC2373847	
13968	Proteome Sci		1996	PMC2649903	
13969	plosone	Universidade de Vigo, Spain	1997	PMC3047560	
13970	J. Exp. Med	Molecular Immunogenetics Program, Oklahoma Medical Research Foundation, Oklahoma City, OK 73104	1998	PMC2196054	
13971	Br J Cancer	Laboratory of Molecular Pharmacology, National Cancer Institute, NIH, Bethesda, Maryland, MD 20892, USA	1995	PMC2364245	
13972	Nucleic Acids Research		1995	PMC1326245	
13973	BMC Cancer		2000	PMC2797529	Forty-three out of 71 patients were male.
13974	Reprod Biol Endocrinol		2006	PMC2845137	
13975	BMC Med Genet		2001	PMC2492855	
13976	BMC Neurosci		2004	PMC2655300	
13977	Trials		2009	PMC2765937	
13978	Adv Health Sci Educ Theory Pract		1986	PMC3167369	
13979	JMIR		1999	PMC2956230	
13980	IJD		2003	PMC3168275	
13981	Br J Cancer	Imperial Cancer Research Fund Medical Oncology Unit, Western General Hospital, Edinburgh EH4 2XU, UK	1997	PMC2375224	
13982	toxsci		1981	PMC2708596	
13983	J. Exp. Med	 	2003	PMC2211978	
13984	Hum Resour Health		2004	PMC2902408	
13985	Pharmacogenomics J.		2009	PMC2941547	
13986	Environ. Health Perspect		1990	PMC1253702	
13987	Nutr Metab (Lond)		2008	PMC2922296	
13988	BMC Public Health		2003	PMC3042942	
13989	CFG		1996	PMC2216074	
13990	plosone	Vanderbilt University, United States of America	1974	PMC3119686	
13991	Diabetes		2007	PMC2750207	
13992	royprsb		1899	PMC2871853	Ten participants (four males, six females) were used for experiment 1, 10 participants for experiment 2 (six males, four females), and 14 for experiment 3 (one male, 13 females).
13993	royprsb		1899	PMC2871853	Further, groups of eight (six males, two females) and 12 (seven males, five females) participants were used in additional experiments.
13994	BMC Cancer		1998	PMC1182358	
13995	Nutr Metab (Lond)		2007	PMC2679015	
13996	nar		1998	PMC2018625	
13997	plosone	Health Canada, Canada	1971	PMC2766033	
13998	Int J Health Geogr		1991	PMC1779293	
13999	101258149		1979	PMC2666949	
14000	BMC Bioinformatics		2004	PMC2579439	
14001	plosone	Univesity of Texas Southwestern Medical Center at Dallas, United States of America	1998	PMC3124481	
14002	BMC Cell Biol		2002	PMC535351	
14003	Eur J Clin Nutr		1997	PMC3071883	
14004	Biomed Eng Online		1996	PMC1635715	
14005	plosgen	Cornell University, United States of America	2000	PMC1475705	
14006	Genome Biol	Correspondence: Jef D Boeke. E-mail: jboeke@jhmi.edu	1990	PMC134481	
14007	Biomed Eng Online		1998	PMC529274	
14008	J. Exp. Med	Genomic Instability Group, Spanish National Cancer Center, Madrid 28029, Spain	2005	PMC2118201	
14009	J. Gen. Physiol	Department of Neurobiology, Harvard Medical School, Boston, MA 02115	2001	PMC1794167	
14010	plosone	Centre de Recherches sur la Cognition Animale - Centre National de la Recherche Scientifique and Université Paul Sabatier, France	1986	PMC3000818	
14011	BMC Bioinformatics		2008	PMC3018474	
14012	BMC Neurosci		1998	PMC149367	MethodsBrainstem material was obtained from four adult human brains with no previous history of neurological or psychiatric disease (two men, 81 and 82 years; two women, 84 and 87 years), who died from renal failure, anaemia, or myocardial infarct.
14013	PLoS Curr	 	2009	PMC2762779	
14014	plosone	Keio University, Japan	2004	PMC2978091	
14015	plosbiol		2003	PMC544929	
14016	nar		1999	PMC1935021	
14017	Bioinformation		2001	PMC3082857	
14018	Mucosal Immunol		1997	PMC3125104	
14019	ploscomp	Penn State University, United States of America	1999	PMC3029241	
14020	J Transl Med		1989	PMC3018435	
14021	BMC Mol Biol		2005	PMC3112105	
14022	Clinics (Sao Paulo)		2002	PMC3093780	
14023	BMC Med Genomics		2004	PMC2596165	Sex of the individual was available for those 239 patients (151 males and 88 females).Microarray ExperimentationTotal RNA was purified from fresh frozen tumour biopsies and visually inspected for tumour content using Qiagen RNAeasy columns and standard manufacturer's protocols.
14024	BMC Genomics		2005	PMC1082905	
14025	Nucleic Acids Research		2005	PMC1474067	
14026	ancac3	Department of Pharmaceutics, 	2007	PMC3062392	
14027	plosone	Institut Jacques Monod, France	2009	PMC3157425	
14028	bioinfo		2008	PMC2639302	
14029	BMC Psychiatry		1964	PMC2174932	
14030	plosone	Chiba University Center for Forensic Mental Health, Japan	2004	PMC2435046	
14031	J Exp Clin Cancer Res		2008	PMC3020167	
14032	plosone	The University of Chicago, United States of America	2006	PMC3108954	
14033	plosone	New York University School of Medicine, United States of America	2007	PMC2323105	
14034	JBC	From the Genome Damage and Stability Centre, Science Park Road, University of Sussex, Falmer, Brighton, BN1 9RQ, United Kingdom	2003	PMC3012998	
14035	Br J Cancer		2006	PMC2360232	
14036	Mol. Bio. Cell	University of Geneva	2005	PMC3031467	
14037	BMC Med Res Methodol		2003	PMC2876178	
14038	Mol Cancer		1998	PMC3098010	
14039	Reprod Biol Endocrinol		1996	PMC2988802	
14040	JAR		2009	PMC3100546	
14041	Bone		2008	PMC3149657	Materials and methodsCase reportThe patient herein described is a 56 year old woman of Caucasian origin, presenting with an ADO I phenotype.
14042	MV	State Key Laboratory of Ophthalmology, Zhongshan Ophthalmic Center, Sun Yat-sen University, Guangzhou, China	2007	PMC2629737	
14043	BMC Health Serv Res		2003	PMC1262715	
14044	BMC Bioinformatics		1979	PMC1276010	
14045	Theor Biol Med Model		2004	PMC2858103	
14046	QHW	Department of Health Science, Division of Nursing, Luleå University of Technology, Luleå, Sweden	1995	PMC3052635	
14047	Br J Cancer		1999	PMC2361348	The population in the county was 260 472 inhabitants of whom 130 651 were women in 1995.
14048	plosone	Centre de Regulació Genòmica, Spain	2003	PMC2423480	
14049	nar		2005	PMC2887941	
14050	Respir Res		1983	PMC107846	
14051	Int Orthop	Department of Orthopaedic Surgery, Leiden University Medical Center (LUMC), P.O. Box 9600, 2300 RC Leiden, The Netherlands 	2005	PMC2989074	
14052	Bioinformation		2006	PMC2241933	
14053	plosone	Beijing Institute of Infectious Diseases, China	2007	PMC2956651	
14054	cercor	Department of Neurology, Medical College of Wisconsin, Milwaukee, WI 53226, USA	2002	PMC2978244	Materials and MethodsParticipantsTwenty-five subjects (7 females) participated in the study.
14055	plosmed	World Health Organization, Switzerland	1998	PMC2459204	
14056	plosone	Innsbruck Medical University, Austria	2001	PMC2909898	
14057	nar		2008	PMC2703907	
14058	BMC Musculoskelet Disord		2001	PMC1847513	
14059	plosbiol	Adolf-Butenandt-Institut, Germany	1996	PMC1994993	
14060	BMC Cancer		2002	PMC2186345	
14061	TOOPHTJ		1998	PMC2605698	MATERIALS AND METHODOLOGYTen upper eyelids of 6 Asian patients (5 females and 1 male, average age 61.8 years old, range, 41-75), who underwent blepharoptosis repairs, were examined.
14062	nar		2010	PMC3013761	
14063	Br J Cancer	Royal Marsden Hospital, Fulton Road, London, UK	1979	PMC2376193	
14064	BMC Infect. Dis		1998	PMC2532688	
14065	Clinics		1998	PMC2664174	
14066	jbc		2000	PMC2649086	
14067	J. Exp. Med	 	1996	PMC2118465	
14068	BMC Bioinformatics		2008	PMC2919518	
14069	BMC Cancer		2004	PMC2656541	
14070	MV		2002	PMC2913137	
14071	plosone	Cornell University, United States of America	1999	PMC3155533	
14072	plosone	Karolinska Institutet, Sweden	2004	PMC3139570	
14073	Diabetes		2009	PMC3064093	
14074	Patient Prefer Adherence	Clinical Neurology Research Group, Peninsula College of Medicine and Dentistry, Tamar Science Park, Plymouth, UK	2006	PMC3140310	
14075	J Cancer Educ		2008	PMC2933801	At baseline, 130 Deaf women completed the written human subjects consent form required to join in the study; 58 were randomized to the control group and 72 to the experimental group.
14076	J. Cell Biol	 	1998	PMC2172499	
14077	JHPN		1994	PMC2754009	
14078	Mol Cancer		2001	PMC1502137	
14079	nar		2008	PMC2794178	
14080	BMC Genomics		2004	PMC1713244	
14081	J. Exp. Med	From the	1996	PMC2198968	
14082	plosmed		2004	PMC2830448	
14083	CN		2007	PMC2866461	
14084	plosone	University of Tor Vergata, Italy	2002	PMC2878333	Baseline examinations began in June 2002 and were completed in July 2005.Of 1293 clamped RISC subjects, 194 males and 205 females – median age 45 years and median body mass index (BMI) 25.0 kg m−2 (range 16.9–42.9) - were selected for non-targeted biochemical profiling analysis.
14085	BMC Mol Biol		2004	PMC2174948	
14086	Environ. Health Perspect		1995	PMC1480520	
14087	Exp Transl Stroke Med		2005	PMC2830184	
14088	ploscomp	Lilly Singapore Centre for Drug Discovery, Singapore	2005	PMC2268251	
14089	Breast Cancer Res		2004	PMC1410754	
14090	Breast Cancer Res Treat		2007	PMC2727582	
14091	J Negat Results Biomed		2003	PMC1215511	
14092	Tumour Biol		1988	PMC3041914	
14093	Neuropsychiatric Disease and Treatment	Sleep Disorders Centre, Department of Respiratory and Sleep Medicine, Princess Alexandra Hospital, Woolloongabba, Australia	2001	PMC2671821	
14094	J Pharmacokinet Pharmacodyn		1983	PMC2718226	
14095	BMC Neurol		2004	PMC3004878	
14096	J Genet Couns		1966	PMC2832890	
14097	MV	Department of Ophthalmology and Visual Sciences, The Chinese University of Hong Kong, Hong Kong, China	2000	PMC2690964	
14098	Curr Rev Musculoskelet Med		2004	PMC2684217	
14099	Head Face Med		2002	PMC2770450	
14100	J Neuroinflammation		2010	PMC3114764	
14101	BMC Bioinformatics		1999	PMC2533028	
14102	plosmed	Erasmus University, The Netherlands	2005	PMC1868041	
14103	plosone	University of Oulu, Germany	2008	PMC2838799	
14104	jcb	 	2001	PMC2064850	
14105	Aust New Zealand Health Policy		2005	PMC2546412	
14106	J. Exp. Med	Center for Neurologic Diseases, Department of Neurology, Brigham and Women's Hospital and Harvard Medical School, Boston, MA 02115	1998	PMC2118310	
14107	JOBES		2008	PMC2931392	[9] performed a randomized, double-blind, placebo-controlled trial in which 52 patients (35 women and 17 men) with a BMI between 25 to 35 kg/m2 were randomized to receive CLA 1.7, 3.4, 5.1, or 6.8 grams per day or placebo (9 grams of olive oil) for 12 weeks.
14108	JOBES		2008	PMC2931392	[10], 24 men with an average baseline BMI of 32 kg/m2 were randomized to receive either CLA 4.2 grams per day or placebo for 4 weeks.
14109	JOBES		2008	PMC2931392	This was a double-blind, placebo-controlled trial in which 180 patients (31 men and 149 women) with an average BMI of 28 kg/m2 were randomized to receive 4.5 grams of olive oil (placebo), 4.5 grams 80% CLA-FFA, or 4.5 grams 76% CLA-triacylglycerol for 12 months.
14110	JOBES		2008	PMC2931392	The 135 participants (19 men and 116 women) with an average BMI of 32 kg/m2 were randomized to receive 3000 mg of Garcinia cambogia (1500 mg of HCA) per day or placebo along with a high fiber, low-calorie diet for 12 weeks.
14111	JOBES		2008	PMC2931392	However, there were no differences between the HCA group and placebo [13].A double-blind, placebo-controlled parallel group study performed by Mattes and Bormann [14] enrolled 89 mildly overweight females to evaluate HCA on weight loss and appetite suppression.
14112	JOBES		2008	PMC2931392	Thirty-four patients (6 men and 28 women) with a BMI of approximately 26 kg/m2 were randomized to receive one gram chitosan or placebo twice daily for 28 days.
14113	JOBES		2008	PMC2931392	[17] evaluated the effects of chitosan on 250 patients (44 men and 206 women) with a BMI 35 to 36 kg/m2.
14114	JOBES		2008	PMC2931392	The 51 participants (25 men, 26 women) enrolled had a BMI greater than 25 kg/m2.
